,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
170,36.0,7.0,1.0,4.0,72.0,363.2,0.06,15.6,23.28,5665.86,0.12,314.77,20,6,6,0,18.0,15.0,46.0,26.0,13.0,1
171,43.0,12.0,6.0,5.0,70.0,346.79,0.07,14.57,23.8,5053.28,0.12,280.74,33,0,8,0,17.0,14.0,46.0,24.0,20.0,1
172,219.0,31.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,61.0,1
173,8.0,1.0,1.0,1.0,17.0,62.91,0.21,4.8,13.11,301.96,0.02,16.78,4,0,1,0,8.0,5.0,11.0,6.0,1.0,1
174,14.0,3.0,1.0,2.0,56.0,274.79,0.11,8.79,31.25,2416.5,0.09,134.25,8,0,4,0,13.0,17.0,33.0,23.0,5.0,1
175,24.0,2.0,1.0,2.0,77.0,353.04,0.05,18.33,19.26,6472.44,0.12,359.58,17,0,5,0,15.0,9.0,55.0,22.0,3.0,1
176,24.0,2.0,1.0,2.0,89.0,418.34,0.04,22.4,18.68,9370.8,0.14,520.6,17,0,5,0,16.0,10.0,61.0,28.0,3.0,1
177,26.0,2.0,1.0,2.0,89.0,413.3,0.06,17.82,23.2,7364.31,0.14,409.13,19,0,5,0,14.0,11.0,61.0,28.0,3.0,1
178,70.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,1
179,24.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,1
180,25.0,4.0,3.0,3.0,111.0,582.52,0.05,19.5,29.87,11359.14,0.19,631.06,19,0,4,0,19.0,19.0,72.0,39.0,7.0,1
181,36.0,2.0,1.0,2.0,86.0,448.01,0.08,13.33,33.6,5973.51,0.15,331.86,24,1,9,0,16.0,21.0,51.0,35.0,3.0,1
182,29.0,4.0,1.0,3.0,100.0,535.76,0.08,12.4,43.19,6645.43,0.18,369.19,19,5,3,0,15.0,26.0,57.0,43.0,7.0,1
183,28.0,7.0,1.0,4.0,62.0,307.16,0.11,9.39,32.72,2883.89,0.1,160.22,18,5,3,0,13.0,18.0,36.0,26.0,13.0,1
184,6.0,1.0,1.0,1.0,13.0,43.19,0.5,2.0,21.59,86.37,0.01,4.8,3,0,1,0,4.0,6.0,7.0,6.0,1.0,1
185,40.0,5.0,1.0,5.0,132.0,711.79,0.05,20.0,35.59,14235.72,0.24,790.87,29,4,5,0,20.0,22.0,88.0,44.0,9.0,1
186,45.0,8.0,4.0,6.0,129.0,620.15,0.04,27.33,22.69,16950.73,0.21,941.71,39,0,4,0,16.0,12.0,88.0,41.0,15.0,1
187,45.0,7.0,1.0,6.0,121.0,581.69,0.04,24.67,23.58,14348.35,0.19,797.13,38,0,5,0,16.0,12.0,84.0,37.0,13.0,1
188,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,1
189,160.0,18.0,8.0,6.0,216.0,1149.54,0.02,51.33,22.39,59009.54,0.38,3278.31,64,18,73,3,22.0,18.0,132.0,84.0,35.0,1
190,27.0,4.0,3.0,2.0,82.0,406.24,0.06,17.6,23.08,7149.9,0.14,397.22,18,0,7,0,16.0,15.0,49.0,33.0,7.0,1
191,121.0,22.0,1.0,13.0,345.0,2062.15,0.04,23.91,86.26,49298.55,0.69,2738.81,102,5,5,7,15.0,48.0,192.0,153.0,43.0,1
192,12.0,2.0,1.0,1.0,17.0,62.91,0.18,5.6,11.23,352.28,0.02,19.57,7,0,3,0,8.0,5.0,10.0,7.0,3.0,1
193,26.0,2.0,1.0,2.0,22.0,81.41,0.26,3.86,21.11,314.01,0.03,17.44,6,1,11,0,6.0,7.0,13.0,9.0,3.0,1
194,25.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,1
195,34.0,9.0,9.0,7.0,110.0,539.76,0.06,17.0,31.75,9175.89,0.18,509.77,20,5,4,0,15.0,15.0,76.0,34.0,17.0,1
196,33.0,9.0,9.0,7.0,103.0,540.54,0.05,22.22,24.32,12011.92,0.18,667.33,25,1,3,0,20.0,18.0,63.0,40.0,17.0,1
197,145.0,10.0,4.0,6.0,382.0,2349.2,0.02,41.31,56.87,97048.2,0.78,5391.57,89,37,17,0,26.0,45.0,239.0,143.0,19.0,1
198,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,1
199,28.0,7.0,5.0,4.0,54.0,262.33,0.07,13.46,19.49,3530.54,0.09,196.14,16,4,2,0,17.0,12.0,35.0,19.0,13.0,1
200,46.0,8.0,3.0,5.0,108.0,578.62,0.05,19.95,29.0,11543.38,0.19,641.3,29,5,5,5,21.0,20.0,70.0,38.0,15.0,1
201,41.0,10.0,10.0,4.0,120.0,638.63,0.03,28.72,22.23,18342.91,0.21,1019.05,32,0,5,0,22.0,18.0,73.0,47.0,19.0,1
202,85.0,18.0,14.0,17.0,238.0,1400.07,0.03,28.75,48.7,40251.99,0.47,2236.22,71,2,9,0,23.0,36.0,148.0,90.0,35.0,1
203,60.0,16.0,7.0,6.0,189.0,1005.84,0.02,48.03,20.94,48310.12,0.34,2683.9,43,1,11,3,23.0,17.0,122.0,71.0,31.0,1
204,31.0,7.0,5.0,5.0,113.0,616.92,0.04,22.5,27.42,13880.6,0.21,771.14,28,0,1,0,22.0,22.0,68.0,45.0,13.0,1
205,39.0,8.0,6.0,6.0,129.0,712.54,0.04,26.0,27.41,18526.03,0.24,1029.22,34,0,3,0,23.0,23.0,77.0,52.0,15.0,1
206,27.0,6.0,4.0,4.0,94.0,496.83,0.05,18.95,26.22,9413.58,0.17,522.98,23,0,2,0,20.0,19.0,58.0,36.0,11.0,1
207,62.0,16.0,13.0,7.0,226.0,1233.83,0.03,39.72,31.07,49004.57,0.41,2722.48,48,0,6,5,21.0,23.0,139.0,87.0,31.0,1
208,138.0,35.0,21.0,17.0,498.0,3191.88,0.02,51.27,62.26,163640.68,1.06,9091.15,115,0,21,0,26.0,46.0,210.0,147.0,51.0,1
209,30.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,1
210,34.0,9.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,1
211,13.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,1
212,26.0,34.0,34.0,1.0,333.0,1462.64,0.01,104.0,14.06,152114.74,0.49,8450.82,20,2,2,0,14.0,7.0,229.0,104.0,67.0,1
213,43.0,11.0,1.0,10.0,235.0,1290.59,0.07,14.56,88.65,18789.41,0.43,1043.85,30,0,10,0,11.0,34.0,145.0,90.0,21.0,1
214,67.0,11.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,1
215,14.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,1
216,17.0,5.0,4.0,2.0,47.0,225.95,0.11,9.0,25.11,2033.51,0.08,112.97,14,0,1,0,14.0,14.0,29.0,18.0,9.0,1
217,31.0,4.0,3.0,2.0,41.0,187.98,0.11,9.0,20.89,1691.85,0.06,93.99,14,8,7,0,12.0,12.0,23.0,18.0,7.0,1
218,42.0,7.0,4.0,4.0,84.0,434.27,0.06,17.5,24.82,7599.79,0.14,422.21,28,1,6,5,18.0,18.0,49.0,35.0,13.0,1
219,19.0,2.0,1.0,2.0,39.0,171.3,0.1,10.0,17.13,1713.0,0.06,95.17,14,0,3,0,12.0,9.0,24.0,15.0,3.0,1
220,20.0,3.0,1.0,2.0,68.0,333.67,0.13,7.82,42.69,2607.88,0.11,144.88,13,0,5,0,11.0,19.0,41.0,27.0,5.0,1
221,13.0,5.0,5.0,3.0,51.0,233.83,0.06,15.83,14.77,3702.36,0.08,205.69,10,0,1,0,15.0,9.0,32.0,19.0,9.0,1
222,14.0,3.0,1.0,2.0,22.0,83.76,0.16,6.3,13.3,527.7,0.03,29.32,10,1,1,0,9.0,5.0,15.0,7.0,5.0,1
223,20.0,4.0,1.0,4.0,51.0,224.01,0.07,15.33,14.61,3434.79,0.07,190.82,16,0,2,0,12.0,9.0,28.0,23.0,7.0,1
224,130.0,25.0,11.0,9.0,456.0,2813.49,0.02,49.5,56.84,139267.55,0.94,7737.09,105,3,20,0,24.0,48.0,258.0,198.0,49.0,1
225,37.0,6.0,6.0,4.0,65.0,315.77,0.07,13.93,22.67,4398.21,0.11,244.34,29,0,3,2,15.0,14.0,39.0,26.0,11.0,1
226,24.0,8.0,7.0,5.0,72.0,360.0,0.08,13.24,27.2,4764.71,0.12,264.71,16,6,2,0,15.0,17.0,42.0,30.0,15.0,1
227,89.0,9.0,6.0,4.0,216.0,1275.89,0.03,33.21,38.41,42377.72,0.43,2354.32,64,12,13,0,25.0,35.0,123.0,93.0,17.0,1
228,28.0,9.0,8.0,3.0,125.0,669.69,0.03,30.35,22.06,20327.18,0.22,1129.29,23,0,3,0,24.0,17.0,82.0,43.0,17.0,1
229,91.0,11.0,11.0,9.0,245.0,1453.03,0.05,21.71,66.92,31551.52,0.48,1752.86,61,13,15,0,19.0,42.0,149.0,96.0,21.0,1
230,42.0,6.0,5.0,5.0,117.0,653.44,0.12,8.67,75.4,5663.15,0.22,314.62,39,0,1,0,12.0,36.0,65.0,52.0,11.0,1
231,74.0,8.0,3.0,6.0,299.0,1678.8,0.02,58.83,28.54,98758.54,0.56,5486.59,65,0,5,1,23.0,26.0,166.0,133.0,11.0,1
232,33.0,4.0,4.0,3.0,67.0,335.0,0.07,14.0,23.93,4690.0,0.11,260.56,23,3,5,0,16.0,16.0,39.0,28.0,7.0,1
233,96.0,11.0,4.0,9.0,232.0,1335.13,0.04,22.75,58.69,30374.3,0.45,1687.46,75,4,13,2,18.0,36.0,141.0,91.0,21.0,1
234,6.0,1.0,1.0,1.0,10.0,25.85,0.67,1.5,17.23,38.77,0.01,2.15,4,0,0,0,3.0,3.0,7.0,3.0,1.0,1
235,9.0,3.0,3.0,2.0,23.0,95.91,0.14,7.07,13.56,678.21,0.03,37.68,6,0,1,0,11.0,7.0,14.0,9.0,5.0,1
236,21.0,7.0,7.0,3.0,86.0,404.24,0.07,13.93,29.01,5632.38,0.13,312.91,18,0,1,0,11.0,15.0,48.0,38.0,13.0,1
237,113.0,19.0,1.0,10.0,431.0,2419.94,0.03,39.52,61.24,95624.29,0.81,5312.46,99,0,12,0,16.0,33.0,268.0,163.0,37.0,1
238,5.0,1.0,1.0,1.0,11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,3,0,0,0,5.0,4.0,7.0,4.0,1.0,1
239,7.0,2.0,1.0,2.0,14.0,48.43,0.23,4.38,11.07,211.89,0.02,11.77,5,0,0,0,7.0,4.0,9.0,5.0,3.0,1
240,43.0,4.0,1.0,3.0,137.0,708.28,0.06,17.86,39.66,12647.85,0.24,702.66,30,0,11,0,15.0,21.0,87.0,50.0,7.0,1
241,63.0,12.0,1.0,8.0,160.0,920.78,0.05,19.73,46.68,18164.52,0.31,1009.14,50,5,5,1,21.0,33.0,98.0,62.0,19.0,1
242,8.0,1.0,1.0,1.0,18.0,66.61,0.36,2.81,23.68,187.33,0.02,10.41,5,0,1,0,5.0,8.0,9.0,9.0,1.0,1
243,8.0,1.0,1.0,1.0,14.0,46.51,0.5,2.0,23.25,93.01,0.02,5.17,4,0,2,0,4.0,6.0,8.0,6.0,1.0,1
244,8.0,1.0,1.0,1.0,14.0,46.51,0.5,2.0,23.25,93.01,0.02,5.17,4,0,2,0,4.0,6.0,8.0,6.0,1.0,1
245,573.0,38.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,75.0,1
246,104.0,13.0,5.0,10.0,309.0,1725.75,0.02,58.15,29.68,100356.31,0.58,5575.35,77,7,9,6,25.0,23.0,202.0,107.0,25.0,1
247,77.0,8.0,5.0,5.0,264.0,1432.53,0.02,56.21,25.49,80523.48,0.48,4473.53,60,3,7,2,24.0,19.0,175.0,89.0,15.0,1
248,39.0,4.0,1.0,4.0,112.0,579.03,0.07,13.57,42.69,7854.69,0.19,436.37,28,0,8,0,13.0,23.0,64.0,48.0,7.0,1
249,30.0,4.0,3.0,2.0,108.0,589.62,0.04,26.0,22.68,15330.08,0.2,851.67,19,1,4,3,26.0,18.0,72.0,36.0,7.0,1
250,79.0,7.0,1.0,6.0,146.0,771.67,0.07,15.0,51.44,11575.03,0.26,643.06,35,18,16,7,13.0,26.0,86.0,60.0,13.0,1
251,240.0,40.0,6.0,34.0,1098.0,7648.43,0.01,90.63,84.39,693194.02,2.55,38510.78,144,55,31,8,38.0,87.0,683.0,415.0,74.0,1
252,86.0,12.0,1.0,2.0,136.0,789.8,0.05,18.38,42.98,14512.58,0.26,806.25,70,0,14,0,24.0,32.0,87.0,49.0,13.0,1
253,82.0,15.0,1.0,14.0,192.0,1035.31,0.08,11.86,87.27,12282.72,0.35,682.37,63,0,17,0,9.0,33.0,105.0,87.0,29.0,1
254,101.0,22.0,19.0,7.0,304.0,1679.16,0.02,54.08,31.05,90814.72,0.56,5045.26,66,19,14,0,22.0,24.0,186.0,118.0,43.0,1
255,55.0,12.0,12.0,3.0,202.0,1198.01,0.03,34.15,35.08,40908.48,0.4,2272.69,42,1,10,0,27.0,34.0,117.0,86.0,23.0,1
256,41.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,1
257,35.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,1
258,8.0,1.0,1.0,1.0,11.0,34.87,0.32,3.12,11.16,108.97,0.01,6.05,4,0,2,0,5.0,4.0,6.0,5.0,1.0,1
259,200.0,25.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,49.0,1
260,27.0,2.0,1.0,1.0,61.0,286.73,0.11,8.75,32.77,2508.86,0.1,139.38,20,1,4,0,10.0,16.0,33.0,28.0,3.0,1
261,32.0,3.0,1.0,2.0,73.0,385.83,0.09,11.2,34.44,4323.1,0.13,240.17,24,0,6,0,17.0,22.0,44.0,29.0,4.0,1
262,41.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,1
263,165.0,16.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,1
264,23.0,4.0,1.0,3.0,53.0,254.79,0.08,12.12,21.03,3086.88,0.08,171.49,18,0,2,0,15.0,13.0,32.0,21.0,7.0,1
265,16.0,3.0,3.0,2.0,42.0,199.71,0.09,11.64,17.16,2323.84,0.07,129.1,12,0,2,0,16.0,11.0,26.0,16.0,5.0,1
266,54.0,7.0,1.0,7.0,162.0,770.29,0.04,27.2,28.32,20951.94,0.26,1164.0,48,0,4,0,12.0,15.0,94.0,68.0,13.0,1
267,31.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
268,15.0,1.0,1.0,1.0,66.0,289.89,0.11,9.38,30.92,2717.75,0.1,150.99,9,0,4,0,9.0,12.0,41.0,25.0,1.0,1
269,7.0,1.0,1.0,1.0,26.0,89.95,0.14,7.0,12.85,629.62,0.03,34.98,5,0,0,0,7.0,4.0,18.0,8.0,1.0,1
270,31.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,1
271,81.0,24.0,18.0,2.0,231.0,1253.47,0.02,49.24,25.46,61718.34,0.42,3428.8,77,0,2,0,22.0,21.0,137.0,94.0,47.0,1
272,27.0,8.0,7.0,3.0,71.0,344.92,0.05,18.42,18.73,6352.21,0.11,352.9,19,0,6,0,17.0,12.0,45.0,26.0,15.0,1
273,164.0,5.0,1.0,5.0,834.0,5427.5,0.03,37.4,145.12,202995.67,1.81,11277.54,145,1,16,0,15.0,76.0,455.0,379.0,9.0,1
274,116.0,2.0,1.0,1.0,486.0,3339.0,0.06,17.82,187.35,59506.88,1.11,3305.94,91,0,23,0,16.0,101.0,261.0,225.0,3.0,1
275,56.0,5.0,1.0,5.0,243.0,1429.48,0.05,20.09,71.14,28722.62,0.48,1595.7,45,0,9,0,16.0,43.0,135.0,108.0,9.0,1
276,60.0,8.0,5.0,3.0,156.0,866.52,0.03,32.1,26.99,27818.77,0.29,1545.49,45,5,8,0,23.0,24.0,89.0,67.0,15.0,1
277,36.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,1
278,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
279,184.0,9.0,7.0,1.0,693.0,4662.45,0.03,35.93,129.78,167499.82,1.55,9305.55,140,13,29,0,19.0,87.0,364.0,329.0,17.0,1
280,469.0,2.0,1.0,2.0,1186.0,8191.57,0.02,43.85,186.83,359168.94,2.73,19953.83,283,130,47,7,16.0,104.0,616.0,570.0,3.0,1
281,242.0,3.0,3.0,3.0,1237.0,9296.92,0.03,29.78,312.17,276879.2,3.1,15382.18,169,19,52,0,18.0,165.0,691.0,546.0,5.0,1
282,96.0,1.0,1.0,1.0,468.0,2828.78,0.05,18.75,150.87,53039.56,0.94,2946.64,68,12,14,0,10.0,56.0,258.0,210.0,1.0,1
283,463.0,94.0,52.0,68.0,1756.0,12727.36,0.01,71.81,177.24,913945.71,4.24,50774.76,393,34,34,0,26.0,126.0,1060.0,696.0,187.0,1
284,169.0,5.0,1.0,5.0,842.0,5466.14,0.03,38.3,142.72,209353.17,1.82,11630.73,151,1,15,0,15.0,75.0,459.0,383.0,9.0,1
285,221.0,1.0,1.0,1.0,1396.0,9691.75,0.03,29.66,326.75,287464.24,3.23,15970.24,170,2,47,0,11.0,112.0,792.0,604.0,1.0,1
286,95.0,22.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,45.0,1
287,85.0,4.0,1.0,3.0,317.0,1612.73,0.02,45.85,35.17,73943.47,0.54,4107.97,68,0,15,0,14.0,20.0,186.0,131.0,7.0,1
288,113.0,1.0,1.0,1.0,565.0,3427.34,0.05,18.37,186.54,62970.12,1.14,3498.34,95,0,16,0,8.0,59.0,294.0,271.0,1.0,1
289,91.0,2.0,1.0,2.0,260.0,1624.46,0.07,14.34,113.29,23292.68,0.54,1294.04,46,19,24,0,14.0,62.0,133.0,127.0,3.0,1
290,22.0,3.0,1.0,3.0,61.0,307.71,0.13,8.0,38.46,2461.66,0.1,136.76,16,0,4,0,12.0,21.0,33.0,28.0,5.0,1
291,57.0,7.0,5.0,3.0,172.0,970.74,0.03,36.5,26.6,35432.13,0.32,1968.45,40,6,8,1,25.0,25.0,99.0,73.0,13.0,1
292,22.0,2.0,1.0,2.0,66.0,317.29,0.1,9.71,32.68,3079.54,0.11,171.09,16,0,4,0,11.0,17.0,36.0,30.0,3.0,1
293,22.0,2.0,1.0,2.0,66.0,320.63,0.11,9.17,34.98,2939.08,0.11,163.28,16,0,4,0,11.0,18.0,36.0,30.0,3.0,1
294,163.0,5.0,1.0,5.0,840.0,5479.79,0.03,37.21,147.28,203890.96,1.83,11327.28,145,1,15,0,15.0,77.0,458.0,382.0,9.0,1
295,166.0,1.0,1.0,1.0,141.0,734.53,0.18,5.47,134.31,4016.98,0.24,223.17,145,1,18,0,5.0,32.0,71.0,70.0,1.0,1
296,15.0,1.0,1.0,1.0,32.0,135.93,0.29,3.46,39.27,470.54,0.05,26.14,11,0,2,0,6.0,13.0,17.0,15.0,1.0,1
297,41.0,5.0,3.0,3.0,110.0,593.15,0.09,10.98,54.01,6514.48,0.2,361.92,32,1,6,0,13.0,29.0,61.0,49.0,9.0,1
298,61.0,26.0,24.0,8.0,297.0,1795.19,0.03,32.09,55.94,57612.92,0.6,3200.72,41,8,10,0,23.0,43.0,177.0,120.0,51.0,1
299,56.0,6.0,5.0,2.0,154.0,855.41,0.03,33.39,25.62,28563.14,0.29,1586.84,38,5,11,0,24.0,23.0,90.0,64.0,11.0,1
300,55.0,6.0,1.0,6.0,153.0,757.99,0.04,26.35,28.76,19975.32,0.25,1109.74,38,9,6,0,14.0,17.0,89.0,64.0,11.0,1
301,415.0,9.0,1.0,8.0,2057.0,15427.18,0.02,55.06,280.16,849494.97,5.14,47194.17,384,2,27,0,19.0,162.0,1118.0,939.0,17.0,1
302,43.0,2.0,1.0,2.0,138.0,734.43,0.1,9.73,75.51,7142.89,0.24,396.83,25,1,9,6,9.0,31.0,71.0,67.0,3.0,1
303,21.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,1
304,50.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,1
305,163.0,5.0,1.0,5.0,842.0,5466.14,0.03,38.3,142.72,209353.17,1.82,11630.73,145,1,15,0,15.0,75.0,459.0,383.0,9.0,1
306,168.0,5.0,1.0,5.0,852.0,5544.64,0.03,38.29,144.81,212301.39,1.85,11794.52,151,1,14,0,15.0,76.0,464.0,388.0,9.0,1
307,324.0,6.0,1.0,6.0,1540.0,11205.23,0.02,44.35,252.67,496927.66,3.74,27607.09,287,1,33,1,17.0,138.0,820.0,720.0,11.0,1
308,169.0,5.0,1.0,5.0,842.0,5479.56,0.03,37.8,144.98,207105.85,1.83,11505.88,148,1,18,0,15.0,76.0,459.0,383.0,9.0,1
309,139.0,5.0,1.0,5.0,897.0,5893.16,0.03,38.06,154.83,224308.42,1.96,12461.58,98,1,38,0,15.0,80.0,491.0,406.0,9.0,1
310,455.0,23.0,1.0,11.0,1793.0,13503.77,0.02,65.16,207.25,879854.82,4.5,48880.82,359,17,76,1,26.0,160.0,966.0,834.0,45.0,1
311,66.0,3.0,1.0,3.0,213.0,1296.63,0.13,7.5,172.88,9724.72,0.43,540.26,61,1,2,0,10.0,58.0,126.0,87.0,5.0,1
312,106.0,3.0,1.0,3.0,422.0,2690.27,0.05,19.99,134.61,53766.34,0.9,2987.02,93,2,9,0,14.0,69.0,225.0,197.0,5.0,1
313,123.0,2.0,1.0,2.0,661.0,4456.11,0.03,33.1,134.61,147512.6,1.49,8195.13,105,1,15,0,20.0,87.0,373.0,288.0,3.0,1
314,124.0,7.0,1.0,3.0,643.0,4005.13,0.03,36.63,109.36,146687.9,1.34,8149.33,112,0,10,0,15.0,60.0,350.0,293.0,13.0,1
315,163.0,5.0,1.0,5.0,840.0,5479.79,0.03,37.21,147.28,203890.96,1.83,11327.28,147,1,13,0,15.0,77.0,458.0,382.0,9.0,1
316,77.0,1.0,1.0,1.0,365.0,2273.52,0.1,10.45,217.61,23753.18,0.76,1319.62,67,0,8,0,8.0,67.0,190.0,175.0,1.0,1
317,26.0,2.0,1.0,2.0,40.0,166.8,0.15,6.8,24.53,1134.22,0.06,63.01,14,7,3,0,8.0,10.0,23.0,17.0,3.0,1
318,65.0,7.0,1.0,4.0,170.0,944.28,0.03,28.6,33.02,27006.41,0.31,1500.36,31,18,14,0,22.0,25.0,105.0,65.0,13.0,1
319,52.0,6.0,5.0,2.0,117.0,626.83,0.04,25.2,24.87,15796.21,0.21,877.57,34,7,9,0,21.0,20.0,69.0,48.0,11.0,1
320,24.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,1
321,53.0,10.0,6.0,6.0,127.0,656.58,0.06,17.5,37.52,11490.16,0.22,638.34,30,4,9,7,14.0,22.0,72.0,55.0,19.0,1
322,24.0,5.0,4.0,4.0,68.0,326.9,0.1,9.71,33.68,3172.85,0.11,176.27,12,0,6,3,11.0,17.0,38.0,30.0,9.0,1
323,17.0,2.0,1.0,2.0,29.0,123.19,0.21,4.73,26.06,582.35,0.04,32.35,9,3,2,0,8.0,11.0,16.0,13.0,3.0,1
324,45.0,1.0,1.0,1.0,140.0,768.86,0.09,11.17,68.82,8589.6,0.26,477.2,28,5,10,0,13.0,32.0,85.0,55.0,1.0,1
325,38.0,3.0,3.0,2.0,139.0,780.44,0.08,13.01,59.97,10157.26,0.26,564.29,25,1,10,0,15.0,34.0,80.0,59.0,5.0,1
326,57.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,1
327,152.0,3.0,1.0,3.0,434.0,2803.39,0.05,21.99,127.51,61634.6,0.93,3424.14,80,40,20,1,18.0,70.0,263.0,171.0,5.0,1
328,34.0,7.0,4.0,5.0,86.0,430.0,0.08,12.66,33.97,5442.89,0.14,302.38,21,2,6,3,13.0,19.0,49.0,37.0,13.0,1
329,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
330,55.0,4.0,1.0,2.0,168.0,868.55,0.04,25.77,33.7,22384.84,0.29,1243.6,34,5,5,8,14.0,22.0,87.0,81.0,7.0,1
331,42.0,5.0,1.0,3.0,107.0,535.0,0.05,19.85,26.95,10621.32,0.18,590.07,26,6,8,0,15.0,17.0,62.0,45.0,9.0,1
332,35.0,4.0,3.0,2.0,62.0,294.8,0.1,10.0,29.48,2948.03,0.1,163.78,23,3,6,1,12.0,15.0,37.0,25.0,7.0,1
333,36.0,4.0,1.0,4.0,94.0,446.96,0.05,20.46,21.84,9145.48,0.15,508.08,25,6,3,0,14.0,13.0,56.0,38.0,7.0,1
334,117.0,18.0,10.0,13.0,296.0,1789.14,0.03,35.14,50.91,62875.51,0.6,3493.08,77,12,10,16,24.0,42.0,173.0,123.0,35.0,1
335,13.0,3.0,1.0,3.0,30.0,117.21,0.12,8.25,14.21,966.96,0.04,53.72,5,0,2,4,9.0,6.0,19.0,11.0,5.0,1
336,4.0,1.0,1.0,1.0,7.0,19.65,0.33,3.0,6.55,58.95,0.01,3.28,2,0,0,0,6.0,1.0,6.0,1.0,1.0,1
337,30.0,4.0,3.0,3.0,137.0,724.1,0.05,20.57,35.2,14895.77,0.24,827.54,21,0,7,0,18.0,21.0,89.0,48.0,7.0,1
338,17.0,2.0,1.0,2.0,27.0,112.59,0.21,4.8,23.46,540.42,0.04,30.02,9,3,3,0,8.0,10.0,15.0,12.0,3.0,1
339,19.0,3.0,1.0,2.0,35.0,156.08,0.13,7.5,20.81,1170.6,0.05,65.03,9,3,4,0,11.0,11.0,20.0,15.0,5.0,1
